sample,time,code,chan
1565003,764.16162109375,138,right
1565090,764.2041015625,148,right
1565315,764.31396484375,138,right
1565391,764.35107421875,148,right
1565507,764.40771484375,138,left
1565654,764.4794921875,60,-1
1565913,764.60595703125,148,left
1571636,767.400390625,16.0,-1.0
1572141,767.64697265625,138,right
1572270,767.7099609375,112.0,-1.0
1572438,767.7919921875,148,right
1573094,768.1123046875,192.0,-1.0
1703059,831.57177734375,138,left
1703126,831.6044921875,148,left
1703457,831.76611328125,8,-1
1704015,832.03857421875,138,left
1704104,832.08203125,148,left
1704133,832.09619140625,138,left
1704204,832.130859375,56,-1
1704316,832.185546875,148,left
1704479,832.26513671875,138,right
1704531,832.29052734375,148,right
1704625,832.33642578125,138,right
1704979,832.50927734375,148,right
1705321,832.67626953125,138,right
1705350,832.6904296875,148,right
1710215,835.06591796875,8.0,-1.0
1710799,835.35107421875,138,right
1710914,835.4072265625,120.0,-1.0
1711176,835.53515625,148,right
1716905,838.33251953125,4,-1
1717522,838.6337890625,138,left
1717682,838.7119140625,60,-1
1717801,838.77001953125,148,left
1717830,838.7841796875,138,left
1717972,838.853515625,148,left
1723663,841.63232421875,8.0,-1.0
1724391,841.98779296875,138,right
1724521,842.05126953125,120.0,-1.0
1724749,842.16259765625,148,right
1730524,844.982421875,16.0,-1.0
1730942,845.1865234375,138,right
1731111,845.26904296875,112.0,-1.0
1731276,845.349609375,148,right
1737112,848.19921875,4,-1
1737759,848.51513671875,138,left
1737910,848.5888671875,60,-1
1738098,848.6806640625,148,left
1743904,851.515625,4,-1
1744520,851.81640625,138,right
1744665,851.88720703125,124,-1
1744784,851.9453125,148,right
1745441,852.26611328125,138,left
1745832,852.45703125,148,left
1745901,852.49072265625,138,left
1745989,852.53369140625,148,left
1757967,858.38232421875,8.0,-1.0
1758693,858.73681640625,138,right
1758819,858.79833984375,120.0,-1.0
1759053,858.91259765625,148,right
1759258,859.0126953125,138,right
1759280,859.0234375,148,right
1764827,861.73193359375,8.0,-1.0
1765493,862.05712890625,138,right
1765599,862.10888671875,120.0,-1.0
1765771,862.19287109375,148,right
1785239,871.69873046875,16.0,-1.0
1785783,871.96435546875,138,right
1785815,871.97998046875,148,right
1785874,872.0087890625,138,right
1785982,872.0615234375,112.0,-1.0
1786179,872.15771484375,148,right
1786210,872.1728515625,138,right
1786246,872.1904296875,148,right
1791963,874.98193359375,4,-1
1792638,875.3115234375,138,left
1792808,875.39453125,60,-1
1793009,875.49267578125,148,left
1793360,875.6640625,138,left
1793394,875.6806640625,148,left
1819269,888.31494140625,16.0,-1.0
1819901,888.62353515625,138,right
1820016,888.6796875,112.0,-1.0
1820216,888.77734375,148,right
1826027,891.61474609375,8.0,-1.0
1826620,891.904296875,138,right
1826762,891.9736328125,120.0,-1.0
1826941,892.06103515625,148,right
1832752,894.8984375,8.0,-1.0
1833155,895.09521484375,138,right
1833291,895.16162109375,148,right
1833343,895.18701171875,138,right
1833443,895.23583984375,120.0,-1.0
1833677,895.35009765625,148,right
1839442,898.1650390625,16.0,-1.0
1839997,898.43603515625,138,right
1840236,898.552734375,112.0,-1.0
1840317,898.59228515625,148,right
1840348,898.607421875,138,right
1840520,898.69140625,148,right
1841061,898.95556640625,192.0,-1.0
1846234,901.4814453125,8,-1
1846890,901.8017578125,138,right
1847046,901.8779296875,148,right
1847077,901.89306640625,138,right
1847119,901.91357421875,120,-1
1847201,901.95361328125,148,right
1849087,902.87451171875,138,left
1849117,902.88916015625,148,left
1860024,908.21484375,8,-1
1860524,908.458984375,138,right
1860648,908.51953125,120,-1
1860661,908.52587890625,148,right
1860714,908.5517578125,138,right
1860888,908.63671875,148,right
1861472,908.921875,192,-1
1862568,909.45703125,138,right
1862606,909.4755859375,138,left
1862719,909.53076171875,148,right
1862751,909.54638671875,148,left
1862841,909.59033203125,138,left
1862936,909.63671875,148,left
1866645,911.44775390625,8.0,-1.0
1867139,911.68896484375,138,right
1867286,911.7607421875,120.0,-1.0
1867359,911.79638671875,148,right
1868110,912.1630859375,192.0,-1.0
1880230,918.0810546875,8,-1
1880929,918.42236328125,138,left
1881056,918.484375,148,left
1881485,918.69384765625,138,right
1881611,918.75537109375,120,-1
1881821,918.85791015625,148,right
1887603,921.68115234375,4,-1
1888331,922.03662109375,138,left
1888509,922.12353515625,148,left
1888623,922.17919921875,138,left
1888668,922.201171875,60,-1
1888739,922.23583984375,148,left
1894668,925.130859375,8.0,-1.0
1895065,925.32470703125,138,right
1895134,925.3583984375,148,right
1895217,925.39892578125,138,right
1895303,925.44091796875,120.0,-1.0
1895432,925.50390625,148,right
1895472,925.5234375,138,right
1895519,925.54638671875,148,right
1896128,925.84375,192.0,-1.0
1908219,931.74755859375,16.0,-1.0
1908754,932.0087890625,138,right
1908898,932.0791015625,112.0,-1.0
1909100,932.177734375,148,right
1909722,932.4814453125,192.0,-1.0
1914909,935.01416015625,4,-1
1915690,935.3955078125,138,left
1915837,935.46728515625,60,-1
1916028,935.560546875,148,left
1917299,936.18115234375,138,left
1917394,936.2275390625,148,left
1929006,941.8974609375,4,-1
1929633,942.20361328125,138,left
1929828,942.298828125,60,-1
1930000,942.3828125,148,left
1930173,942.46728515625,138,left
1930201,942.48095703125,148,left
1930652,942.701171875,192,-1
1935833,945.23095703125,16.0,-1.0
1936376,945.49609375,138,right
1936536,945.57421875,112.0,-1.0
1936671,945.64013671875,148,right
1937360,945.9765625,192.0,-1.0
1942523,948.49755859375,8.0,-1.0
1943047,948.75341796875,138,right
1943215,948.83544921875,120.0,-1.0
1943395,948.92333984375,148,right
1944039,949.23779296875,192.0,-1.0
1949213,951.76416015625,4,-1
1949771,952.03662109375,138,right
1949817,952.05908203125,148,right
1949928,952.11328125,138,left
1950112,952.203125,60,-1
1950236,952.263671875,148,left
1950279,952.28466796875,138,left
1950339,952.31396484375,148,left
1956107,955.13037109375,4,-1
1956902,955.5185546875,138,left
1957024,955.578125,60,-1
1957209,955.66845703125,148,left
1957645,955.88134765625,138,left
1957681,955.89892578125,148,left
1963036,958.513671875,8.0,-1.0
1963710,958.8427734375,138,right
1963872,958.921875,120.0,-1.0
1963967,958.96826171875,148,right
1969863,961.84716796875,4,-1
1970432,962.125,138,left
1970601,962.20751953125,60,-1
1970733,962.27197265625,148,left
1970781,962.29541015625,138,left
1970907,962.35693359375,148,left
1971177,962.48876953125,138,left
1971262,962.5302734375,148,left
1971425,962.60986328125,192,-1
1976587,965.13037109375,4,-1
1977306,965.4814453125,138,right
1977402,965.5283203125,148,right
1977777,965.71142578125,138,left
1977892,965.767578125,60,-1
1978106,965.8720703125,148,left
1983892,968.697265625,4,-1
1984867,969.17333984375,138,left
1984960,969.21875,60,-1
1985154,969.3134765625,148,left
1986560,970.0,138,right
1986586,970.0126953125,148,right
1990957,972.14697265625,16.0,-1.0
1991467,972.39599609375,138,right
1991624,972.47265625,112.0,-1.0
1991729,972.52392578125,148,right
1992448,972.875,192.0,-1.0
1997613,975.39697265625,8.0,-1.0
1998245,975.70556640625,138,right
1998329,975.74658203125,148,right
1998359,975.76123046875,120.0,-1.0
1998361,975.76220703125,138,right
1998511,975.83544921875,148,right
1999183,976.16357421875,192.0,-1.0
2004371,978.69677734375,16.0,-1.0
2004912,978.9609375,138,right
2005078,979.0419921875,112.0,-1.0
2005302,979.1513671875,148,right
2005902,979.4443359375,192.0,-1.0
2017956,985.330078125,4,-1
2018055,985.37841796875,138,left
2018168,985.43359375,148,left
2018792,985.73828125,138,left
2018929,985.80517578125,60,-1
2019174,985.9248046875,148,left
2031712,992.046875,16,-1
2032544,992.453125,138,right
2032641,992.50048828125,112,-1
2032894,992.6240234375,148,right
2033498,992.9189453125,138,left
2033531,992.93505859375,148,left
2038641,995.43017578125,16.0,-1.0
2039524,995.861328125,138,right
2039651,995.92333984375,112.0,-1.0
2039905,996.04736328125,148,right
2041088,996.625,138,right
2041203,996.68115234375,148,right
2045638,998.8466796875,16.0,-1.0
2046345,999.19189453125,138,right
2046398,999.2177734375,148,right
2046549,999.29150390625,138,right
2046650,999.3408203125,112.0,-1.0
2046906,999.4658203125,148,right
2046958,999.4912109375,138,right
2047064,999.54296875,148,right
2052635,1002.26318359375,16.0,-1.0
2053152,1002.515625,138,right
2053328,1002.6015625,112.0,-1.0
2053606,1002.7373046875,148,right
2054152,1003.00390625,192.0,-1.0
2059325,1005.52978515625,16.0,-1.0
2059908,1005.814453125,138,right
2060034,1005.8759765625,112.0,-1.0
2060255,1005.98388671875,148,right
2060858,1006.2783203125,192.0,-1.0
2066049,1008.81298828125,4,-1
2066740,1009.150390625,138,left
2066914,1009.2353515625,60,-1
2067030,1009.2919921875,148,left
2072910,1012.1630859375,8.0,-1.0
2073740,1012.568359375,138,right
2073817,1012.60595703125,148,right
2073876,1012.634765625,138,right
2073922,1012.6572265625,120.0,-1.0
2074147,1012.76708984375,148,right
2079907,1015.57958984375,16.0,-1.0
2080485,1015.86181640625,138,right
2080637,1015.93603515625,112.0,-1.0
2080856,1016.04296875,148,right
2081461,1016.33837890625,192.0,-1.0
2093458,1022.1962890625,4,-1
2093745,1022.33642578125,138,right
2093883,1022.40380859375,148,right
2094278,1022.5966796875,138,left
2094411,1022.66162109375,60,-1
2094602,1022.7548828125,148,left
2100421,1025.59619140625,16.0,-1.0
2101119,1025.93701171875,138,right
2101208,1025.98046875,112.0,-1.0
2101416,1026.08203125,148,right
2102032,1026.3828125,192.0,-1.0
2114552,1032.49609375,4,-1
2115449,1032.93408203125,138,right
2115474,1032.9462890625,148,right
2115813,1033.11181640625,138,left
2115925,1033.16650390625,60,-1
2115951,1033.17919921875,148,left
2116018,1033.2119140625,138,left
2116163,1033.28271484375,148,left
2116209,1033.30517578125,138,left
2116328,1033.36328125,148,left
2116365,1033.38134765625,138,left
2116518,1033.4560546875,148,left
2116637,1033.51416015625,138,left
2116683,1033.53662109375,148,left
2121924,1036.095703125,16.0,-1.0
2122367,1036.31201171875,138,right
2122523,1036.38818359375,112.0,-1.0
2122770,1036.5087890625,148,right
2123348,1036.791015625,192.0,-1.0
2360956,1152.810546875,16.0,-1.0
2361554,1153.1025390625,138,right
2361641,1153.14501953125,112.0,-1.0
2361780,1153.212890625,148,right
2361821,1153.23291015625,138,right
2361885,1153.26416015625,148,right
2362686,1153.6552734375,138,right
2362789,1153.70556640625,148,right
2367646,1156.0771484375,16.0,-1.0
2368376,1156.43359375,138,right
2368469,1156.47900390625,112.0,-1.0
2368723,1156.60302734375,148,right
2374473,1159.41064453125,8.0,-1.0
2375096,1159.71484375,138,right
2375196,1159.763671875,120.0,-1.0
2375288,1159.80859375,148,right
2375361,1159.84423828125,138,right
2375426,1159.8759765625,148,right
2381197,1162.69384765625,8.0,-1.0
2381698,1162.9384765625,138,right
2381804,1162.990234375,120.0,-1.0
2381999,1163.08544921875,148,right
2387819,1165.92724609375,8.0,-1.0
2388390,1166.2060546875,138,right
2388475,1166.24755859375,120.0,-1.0
2388692,1166.353515625,148,right
2394475,1169.17724609375,4,-1
2395137,1169.50048828125,138,left
2395345,1169.60205078125,60,-1
2395498,1169.6767578125,148,left
2401335,1172.52685546875,4,-1
2402043,1172.87255859375,138,left
2402168,1172.93359375,148,left
2402596,1173.142578125,138,left
2402682,1173.1845703125,60,-1
2402948,1173.314453125,148,left
2408674,1176.1103515625,8.0,-1.0
2409322,1176.4267578125,138,right
2409403,1176.46630859375,120.0,-1.0
2409670,1176.5966796875,148,right
2415398,1179.3935546875,4,-1
2416174,1179.7724609375,138,left
2416353,1179.85986328125,60,-1
2416507,1179.93505859375,148,left
2418278,1180.7998046875,138,left
2418434,1180.8759765625,148,left
2422361,1182.79345703125,8.0,-1.0
2423047,1183.12841796875,138,right
2423148,1183.177734375,120.0,-1.0
2423284,1183.244140625,148,right
2423319,1183.26123046875,138,right
2423372,1183.287109375,148,right
2429154,1186.1103515625,8.0,-1.0
2429715,1186.38427734375,138,right
2429825,1186.43798828125,120.0,-1.0
2429963,1186.50537109375,148,right
2430025,1186.53564453125,138,right
2430108,1186.576171875,148,right
2442431,1192.59326171875,4,-1
2443227,1192.98193359375,138,left
2443419,1193.07568359375,60,-1
2443578,1193.1533203125,148,left
2449428,1196.009765625,8.0,-1.0
2450131,1196.35302734375,138,right
2450187,1196.38037109375,120.0,-1.0
2450323,1196.44677734375,148,right
2450364,1196.466796875,138,right
2450443,1196.50537109375,148,right
2456187,1199.31005859375,16.0,-1.0
2456812,1199.615234375,138,right
2456924,1199.669921875,112.0,-1.0
2457144,1199.77734375,148,right
2462911,1202.59326171875,16.0,-1.0
2463351,1202.80810546875,138,right
2463485,1202.87353515625,112.0,-1.0
2463580,1202.919921875,148,right
2463696,1202.9765625,138,right
2463750,1203.0029296875,148,right
2476291,1209.12646484375,8.0,-1.0
2477095,1209.51904296875,138,right
2477165,1209.55322265625,120.0,-1.0
2477228,1209.583984375,148,right
2477260,1209.599609375,138,right
2477388,1209.662109375,148,right
2483152,1212.4765625,4,-1
2483767,1212.77685546875,138,left
2483896,1212.83984375,60,-1
2484006,1212.8935546875,148,left
2489910,1215.7763671875,16,-1
2490473,1216.05126953125,138,right
2490569,1216.09814453125,112,-1
2490641,1216.13330078125,148,right
2490688,1216.15625,138,right
2490789,1216.20556640625,148,right
2491822,1216.7099609375,138,left
2491855,1216.72607421875,148,left
2496566,1219.0263671875,16.0,-1.0
2497269,1219.36962890625,138,right
2497359,1219.41357421875,148,right
2497380,1219.423828125,112.0,-1.0
2497389,1219.42822265625,138,right
2497587,1219.52490234375,148,right
2503392,1222.359375,16.0,-1.0
2503936,1222.625,138,right
2504036,1222.673828125,112.0,-1.0
2504088,1222.69921875,148,right
2504861,1223.07666015625,192.0,-1.0
2510048,1225.609375,4,-1
2510748,1225.951171875,138,left
2510905,1226.02783203125,60,-1
2511081,1226.11376953125,148,left
2523565,1232.20947265625,8.0,-1.0
2524285,1232.56103515625,138,right
2524398,1232.6162109375,120.0,-1.0
2524633,1232.73095703125,148,right
2530391,1235.54248046875,8.0,-1.0
2530932,1235.806640625,138,right
2531120,1235.8984375,120.0,-1.0
2531196,1235.935546875,148,right
2531945,1236.30126953125,192.0,-1.0
2537116,1238.826171875,16.0,-1.0
2537750,1239.1357421875,138,right
2537852,1239.185546875,112.0,-1.0
2537923,1239.22021484375,148,right
2538037,1239.27587890625,138,right
2538089,1239.30126953125,148,right
2538677,1239.58837890625,192.0,-1.0
2543840,1242.109375,8,-1
2544116,1242.244140625,138,left
2544259,1242.31396484375,148,left
2544299,1242.33349609375,138,left
2544389,1242.37744140625,148,left
2544491,1242.42724609375,138,right
2544577,1242.46923828125,148,right
2544668,1242.513671875,138,left
2544695,1242.52685546875,138,right
2544761,1242.55908203125,148,left
2544766,1242.5615234375,120,-1
2544823,1242.58935546875,148,right
2544855,1242.60498046875,138,right
2545034,1242.6923828125,148,right
2557561,1248.80908203125,8,-1
2558212,1249.126953125,138,left
2558332,1249.185546875,148,left
2558443,1249.23974609375,138,right
2558528,1249.28125,120,-1
2558761,1249.39501953125,148,right
2559967,1249.98388671875,138,right
2559994,1249.9970703125,148,right
2564524,1252.208984375,16.0,-1.0
2564970,1252.4267578125,138,right
2565117,1252.49853515625,112.0,-1.0
2565348,1252.611328125,148,right
2565942,1252.9013671875,192.0,-1.0
2584765,1262.09228515625,16,-1
2585464,1262.43359375,138,right
2585594,1262.4970703125,112,-1
2585727,1262.56201171875,148,right
2585790,1262.5927734375,138,right
2585824,1262.609375,148,right
2586948,1263.158203125,138,left
2586986,1263.1767578125,148,left
2591591,1265.42529296875,8.0,-1.0
2592246,1265.7451171875,138,right
2592366,1265.8037109375,120.0,-1.0
2592454,1265.8466796875,148,right
2592488,1265.86328125,138,right
2592577,1265.90673828125,148,right
2593191,1266.20654296875,192.0,-1.0
2598384,1268.7421875,4,-1
2599028,1269.056640625,138,left
2599211,1269.14599609375,60,-1
2599293,1269.18603515625,148,left
2605210,1272.0751953125,4,-1
2606171,1272.54443359375,138,left
2606313,1272.61376953125,148,left
2606358,1272.6357421875,138,left
2606428,1272.669921875,60,-1
2606716,1272.810546875,148,left
2612412,1275.591796875,4,-1
2612958,1275.8583984375,138,left
2613148,1275.951171875,60,-1
2613206,1275.9794921875,148,left
2613973,1276.35400390625,192,-1
2619137,1278.87548828125,16,-1
2619544,1279.07421875,138,right
2619605,1279.10400390625,138,left
2619732,1279.166015625,148,left
2619736,1279.16796875,112,-1
2619868,1279.232421875,148,right
2620561,1279.57080078125,192,-1
2625724,1282.091796875,4,-1
2626222,1282.3349609375,138,right
2626274,1282.3603515625,148,right
2626641,1282.53955078125,138,left
2626792,1282.61328125,60,-1
2627044,1282.736328125,148,left
2632790,1285.5419921875,16.0,-1.0
2633251,1285.76708984375,138,right
2633376,1285.828125,112.0,-1.0
2633487,1285.88232421875,148,right
2634201,1286.23095703125,192.0,-1.0
2646204,1292.091796875,4,-1
2646409,1292.19189453125,138,right
2646432,1292.203125,148,right
2646903,1292.43310546875,138,left
2647046,1292.5029296875,60,-1
2647166,1292.5615234375,148,left
2660028,1298.841796875,4,-1
2660753,1299.19580078125,138,left
2660847,1299.24169921875,60,-1
2660881,1299.25830078125,148,left
2660909,1299.27197265625,138,left
2661054,1299.3427734375,148,left
2666854,1302.1748046875,4,-1
2667550,1302.5146484375,138,left
2667716,1302.595703125,60,-1
2667718,1302.5966796875,148,left
2667774,1302.6240234375,138,left
2667934,1302.7021484375,148,left
2673715,1305.52490234375,8.0,-1.0
2674410,1305.8642578125,138,right
2674510,1305.9130859375,120.0,-1.0
2674644,1305.978515625,148,right
2675335,1306.31591796875,192.0,-1.0
2687402,1312.2080078125,8.0,-1.0
2688177,1312.58642578125,138,right
2688299,1312.64599609375,120.0,-1.0
2688403,1312.69677734375,148,right
2689365,1313.16650390625,138,right
2689370,1313.1689453125,148,right
2701021,1318.85791015625,16.0,-1.0
2701861,1319.26806640625,138,right
2701983,1319.32763671875,148,right
2702012,1319.341796875,112.0,-1.0
2702028,1319.349609375,138,right
2702203,1319.43505859375,148,right
2708018,1322.2744140625,8.0,-1.0
2708612,1322.564453125,138,right
2708782,1322.6474609375,120.0,-1.0
2708875,1322.69287109375,148,right
2709607,1323.05029296875,192.0,-1.0
2714777,1325.57470703125,16.0,-1.0
2715236,1325.798828125,138,right
2715366,1325.8623046875,112.0,-1.0
2715583,1325.96826171875,148,right
2716191,1326.26513671875,192.0,-1.0
2717122,1326.7197265625,138,right
2717205,1326.76025390625,148,right
2728054,1332.0576171875,16,-1
2728130,1332.0947265625,138,left
2728168,1332.11328125,148,left
2728606,1332.3271484375,138,right
2728685,1332.36572265625,148,right
2728876,1332.458984375,138,right
2729027,1332.53271484375,112,-1
2729231,1332.63232421875,148,right
2735017,1335.45751953125,4,-1
2735777,1335.82861328125,138,left
2735880,1335.87890625,60,-1
2736087,1335.97998046875,148,left
2769218,1352.1572265625,4,-1
2769951,1352.51513671875,138,left
2770028,1352.552734375,60,-1
2770328,1352.69921875,148,left
2770853,1352.95556640625,192,-1
2771569,1353.30517578125,138,left
2771643,1353.34130859375,148,left
2776045,1355.49072265625,16,-1
2776656,1355.7890625,138,left
2776748,1355.833984375,148,left
2776999,1355.95654296875,138,left
2777060,1355.986328125,138,right
2777106,1356.0087890625,148,left
2777154,1356.0322265625,112,-1
2777493,1356.19775390625,148,right
2783145,1358.95751953125,4,-1
2783889,1359.32080078125,138,left
2784064,1359.40625,60,-1
2784186,1359.4658203125,148,left
2784294,1359.5185546875,138,left
2784323,1359.53271484375,148,left
2785585,1360.14892578125,138,right
2785688,1360.19921875,148,right
2856428,1394.740234375,8.0,-1.0
2857236,1395.134765625,138,right
2857346,1395.1884765625,120.0,-1.0
2857514,1395.2705078125,148,right
2863357,1398.12353515625,4,-1
2864007,1398.44091796875,138,left
2864200,1398.53515625,60,-1
2864283,1398.57568359375,148,left
2864366,1398.6162109375,138,left
2864432,1398.6484375,148,left
2870183,1401.45654296875,8.0,-1.0
2870697,1401.70751953125,138,right
2870820,1401.767578125,120.0,-1.0
2870948,1401.830078125,148,right
2876805,1404.68994140625,4,-1
2877551,1405.05419921875,138,left
2877692,1405.123046875,60,-1
2877830,1405.1904296875,148,left
2877869,1405.20947265625,138,left
2877984,1405.265625,148,left
2883700,1408.056640625,4,-1
2884660,1408.525390625,138,left
2884749,1408.56884765625,60,-1
2884809,1408.59814453125,148,left
2884838,1408.6123046875,138,left
2884989,1408.68603515625,148,left
2890731,1411.48974609375,8.0,-1.0
2891296,1411.765625,138,right
2891437,1411.83447265625,120.0,-1.0
2891633,1411.93017578125,148,right
2897421,1414.75634765625,8.0,-1.0
2897924,1415.001953125,138,right
2898029,1415.05322265625,120.0,-1.0
2898147,1415.11083984375,148,right
2904043,1417.98974609375,8.0,-1.0
2904763,1418.34130859375,138,right
2904849,1418.38330078125,120.0,-1.0
2905047,1418.47998046875,148,right
2910835,1421.30615234375,16.0,-1.0
2911417,1421.59033203125,138,right
2911565,1421.66259765625,112.0,-1.0
2911666,1421.7119140625,148,right
2917559,1424.58935546875,16.0,-1.0
2918125,1424.86572265625,138,right
2918246,1424.9248046875,112.0,-1.0
2918348,1424.974609375,148,right
2924249,1427.85595703125,8.0,-1.0
2924806,1428.1279296875,138,right
2924898,1428.1728515625,120.0,-1.0
2925061,1428.25244140625,148,right
2944490,1437.7392578125,8,-1
2945140,1438.056640625,138,right
2945170,1438.0712890625,138,left
2945212,1438.091796875,148,left
2945247,1438.10888671875,120,-1
2945311,1438.14013671875,148,right
2958041,1444.35595703125,4,-1
2958859,1444.75537109375,138,left
2959030,1444.8388671875,60,-1
2959161,1444.90283203125,148,left
2971728,1451.0390625,4,-1
2972396,1451.365234375,138,left
2972557,1451.44384765625,60,-1
2972711,1451.51904296875,148,left
2972754,1451.5400390625,138,left
2972857,1451.59033203125,148,left
2978555,1454.37255859375,8.0,-1.0
2979376,1454.7734375,138,right
2979512,1454.83984375,120.0,-1.0
2979596,1454.880859375,148,right
2985518,1457.7724609375,4,-1
2986409,1458.20751953125,138,left
2986566,1458.2841796875,60,-1
2986747,1458.37255859375,148,left
2999888,1464.7890625,8.0,-1.0
3000628,1465.150390625,138,right
3000734,1465.2021484375,120.0,-1.0
3000868,1465.267578125,148,right
3000918,1465.2919921875,138,right
3000992,1465.328125,148,right
3006748,1468.138671875,8.0,-1.0
3007300,1468.408203125,138,right
3007469,1468.49072265625,148,right
3007587,1468.54833984375,138,right
3007690,1468.5986328125,120.0,-1.0
3007915,1468.70849609375,148,right
3007991,1468.74560546875,138,right
3008044,1468.771484375,148,right
3008364,1468.927734375,138,right
3008472,1468.98046875,148,right
3009732,1469.595703125,138,right
3009755,1469.60693359375,148,right
3013677,1471.52197265625,16.0,-1.0
3014223,1471.78857421875,138,right
3014388,1471.869140625,112.0,-1.0
3014499,1471.92333984375,148,right
3015213,1472.27197265625,192.0,-1.0
3033884,1481.388671875,16.0,-1.0
3034520,1481.69921875,138,right
3034649,1481.76220703125,112.0,-1.0
3034889,1481.87939453125,148,right
3035474,1482.1650390625,192.0,-1.0
3040642,1484.6884765625,16.0,-1.0
3041145,1484.93408203125,138,right
3041251,1484.98583984375,112.0,-1.0
3041404,1485.060546875,148,right
3042076,1485.388671875,192.0,-1.0
3047264,1487.921875,8.0,-1.0
3047971,1488.26708984375,138,right
3048106,1488.3330078125,120.0,-1.0
3048223,1488.39013671875,148,right
3048539,1488.54443359375,138,right
3048569,1488.55908203125,148,right
3054091,1491.25537109375,4,-1
3054832,1491.6171875,138,left
3054968,1491.68359375,60,-1
3055107,1491.75146484375,148,left
3060951,1494.60498046875,16,-1
3061942,1495.0888671875,138,right
3062092,1495.162109375,112,-1
3062196,1495.212890625,148,right
3062933,1495.57275390625,138,left
3062960,1495.5859375,148,left
3068085,1498.08837890625,4,-1
3068690,1498.3837890625,138,right
3068749,1498.41259765625,148,right
3068827,1498.45068359375,138,right
3068933,1498.50244140625,148,right
3068941,1498.50634765625,124,-1
3069745,1498.89892578125,138,left
3069840,1498.9453125,148,left
3074946,1501.4384765625,8.0,-1.0
3075424,1501.671875,138,right
3075574,1501.7451171875,120.0,-1.0
3075627,1501.77099609375,148,right
3076261,1502.08056640625,138,right
3076386,1502.1416015625,148,right
3076399,1502.14794921875,192.0,-1.0
3081567,1504.67138671875,16.0,-1.0
3082198,1504.9794921875,138,right
3082381,1505.06884765625,112.0,-1.0
3082473,1505.11376953125,148,right
3083206,1505.4716796875,192.0,-1.0
3088394,1508.0048828125,4,-1
3089338,1508.4658203125,138,left
3089456,1508.5234375,60,-1
3089614,1508.6005859375,148,left
3095459,1511.45458984375,16.0,-1.0
3096122,1511.7783203125,138,right
3096279,1511.85498046875,112.0,-1.0
3096374,1511.9013671875,148,right
3097104,1512.2578125,192.0,-1.0
3109181,1518.15478515625,4,-1
3109512,1518.31640625,138,right
3109620,1518.369140625,148,right
3110068,1518.587890625,138,left
3110253,1518.67822265625,60,-1
3110437,1518.76806640625,148,left
3116246,1521.6044921875,16.0,-1.0
3116448,1521.703125,138,right
3116556,1521.755859375,148,right
3116782,1521.8662109375,138,right
3116898,1521.9228515625,112.0,-1.0
3117045,1521.99462890625,148,right
3117428,1522.181640625,138,right
3117450,1522.1923828125,148,right
3117640,1522.28515625,138,right
3117696,1522.3125,148,right
3117723,1522.32568359375,192.0,-1.0
3118079,1522.49951171875,138,right
3118187,1522.55224609375,148,right
3118569,1522.73876953125,138,right
3118606,1522.7568359375,148,right
3122902,1524.8544921875,16.0,-1.0
3123429,1525.11181640625,138,right
3123525,1525.15869140625,112.0,-1.0
3123646,1525.2177734375,148,right
3124350,1525.5615234375,192.0,-1.0
3129524,1528.087890625,4,-1
3130147,1528.39208984375,138,left
3130336,1528.484375,60,-1
3130431,1528.53076171875,148,left
3131161,1528.88720703125,192,-1
3131893,1529.24462890625,138,left
3132009,1529.30126953125,148,left
3136351,1531.42138671875,16.0,-1.0
3136682,1531.5830078125,138,right
3136792,1531.63671875,148,right
3136998,1531.7373046875,138,right
3137143,1531.80810546875,112.0,-1.0
3137266,1531.8681640625,148,right
3137968,1532.2109375,192.0,-1.0
3149970,1538.0712890625,8.0,-1.0
3150695,1538.42529296875,138,right
3150866,1538.5087890625,120.0,-1.0
3150945,1538.54736328125,148,right
3156864,1541.4375,16.0,-1.0
3157344,1541.671875,138,right
3157473,1541.73486328125,112.0,-1.0
3157602,1541.7978515625,148,right
3158298,1542.1376953125,192.0,-1.0
3177105,1551.32080078125,4,-1
3177794,1551.6572265625,138,left
3177951,1551.73388671875,60,-1
3178133,1551.82275390625,148,left
3178776,1552.13671875,192,-1
3183966,1554.6708984375,4,-1
3184743,1555.05029296875,138,left
3184893,1555.12353515625,60,-1
3185061,1555.20556640625,148,left
3197619,1561.33740234375,16.0,-1.0
3198174,1561.6083984375,138,right
3198316,1561.677734375,112.0,-1.0
3198428,1561.732421875,148,right
3199141,1562.08056640625,192.0,-1.0
3204309,1564.60400390625,16.0,-1.0
3204908,1564.896484375,138,right
3205051,1564.96630859375,112.0,-1.0
3205166,1565.0224609375,148,right
3205876,1565.369140625,192.0,-1.0
3211067,1567.90380859375,8,-1
3211871,1568.29638671875,138,right
3212024,1568.37109375,120,-1
3212141,1568.42822265625,148,right
3212616,1568.66015625,138,right
3212634,1568.6689453125,148,right
3213081,1568.88720703125,138,right
3213123,1568.90771484375,148,right
3213237,1568.96337890625,138,right
3213242,1568.9658203125,148,right
3213536,1569.109375,138,left
3213572,1569.126953125,148,left
3218030,1571.3037109375,8.0,-1.0
3218683,1571.62255859375,138,right
3218860,1571.708984375,120.0,-1.0
3218984,1571.76953125,148,right
3219019,1571.78662109375,138,right
3219139,1571.84521484375,148,right
3219685,1572.11181640625,192.0,-1.0
3231820,1578.037109375,16.0,-1.0
3232468,1578.353515625,138,right
